Type,Additional_Tag,Series,PLN,Image_URL,ID,Make,Model,BodyStyle,Powertrain,EngineConfig,Displacement_L,Battery_kWh,Power_hp,Torque_Nm,Transmission,Gears,DriveType,Accel_0_100_kmh_s,TopSpeed_kmh,Length_mm,Width_mm,Height_mm,Wheelbase_mm,CurbWeight_kg,Seats,FuelTank_L_or_Battery_kWh,Cargo_L,WheelSize_in,TireSize,FrontSuspension,RearSuspension,FrontBrakes,RearBrakes,Model_Family,Body_Type,Variant,Segment,Data_Completeness
SUV,,X5,Od 472 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNxA10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNICmmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9TuyO2B3ib7IIjedw9NxBDMztij9eqhk7wHiMLoACt%25MhJHFl5Efou%25KXgB1HSfWQv48%25V1Pa2oDfNEbnjiX10s9Of5ZE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51mv6jQ%25g3S2YDafvePjmqn12MHDyLOEjADqTJIsDySL3uBrqTTJdSeZLGauzVMRJpuSkNh5u4DVA0ogsjcNF4HvrbH0Kc%252Z964WxfjRiTcP81D50BxbUEqYuF89GsLmdbUiprJyC4Gw6ZuTlMptYRS3Xo67m5Vd%259YCygNzd2mlTv0keHyX324AbMTQdjcF9X3azDxM3sdnkq8hGDzOALUoptkIFJGFHrABKupKIRFeWS6W1Q,SUV-X5,BMW,X5,SUV,Plug-in Hybrid,Inline-6,3.0,25.7,483,700,Automatic,8,AWD,4.8,250,4935,2004,1765,2975,2445,5,69.0,500,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 472 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNxA10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNICmmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9TuyO2B3ib7IIjedw9NxBDMztij9eqhk7wHiMLoACt%25MhJHFl5Efou%25KXgB1HSfWQv48%25V1Pa2oDfNEbnjiX10s9Of5ZE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51mv6jQ%25g3S2YDafvePjmqn12MHDyLOEjADqTJIsDySL3uBrqTTJdSeZLGauzVMRJpuSkNh5u4DVA0ogsjcNF4HvrbH0Kc%252Z964WxfjRiTcP81D50BxbUEqYuF89GsLmdbUiprJyC4Gw6ZuTlMptYRS3Xo67m5Vd%259YCygNzd2mlTv0keHyX324AbMTQdjcF9X3azDxM3sdnkq8hGDzOALUoptkIFJGFHrABKupKIRFeWS6W1Q,SUV-X5,BMW,X5,SUV,Petrol,Inline-6,3.0,,375,520,Automatic,8,AWD,5.3,250,4935,2004,1765,2975,2230,5,83.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X3,Od 287 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHCDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfzG1P10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkHmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8nO2B3i3axIjedw9QNBDMztiD5eqhk7w1DMLoACtqOhJHFl7ftou%25KXC1KHSfWQlER%25V1Pa2ZsfNEbnjhr10s9OD%25kE4riIqtascZwBLgVrxRtes2gZ857MrjvRUgChZB35GvloReCgp2XH5rGv6jQ%25g6n2YDafvYOjmqn12rCDyLOEjc5qTJIsDxyL3uBrq9YJdSeZLKxuzVMRJf7SkNh5ucSVA0ogSkcNF4HvVAt0Kc%252NyF4Wxfj0TMcP81D43cxbUEqcpV89GsLv9KUiprJ2T9Gw6ZujNmptYRSDXt67m5VqQ%25YCygNLpfmlTv0kxwyX324APlTQdjcFI63azDxKBEdnkq8WKJzOALUP%25skIFJGb7fABKup%255FFeWS6Wy3KMPVYPvqWhbNmb6pPo90y9svbHi4TidR9%25wc3wzSiftxdt%25qw178zsQWtECUkrb77slGAZqbCrXpFRgOlZQ6K5vIXRaYeC4EQ5nmMqKcagOyhLBKnvIToIhCO2B3HdUf,SUV-X3,BMW,X3,SUV,Petrol,Inline-4,2.0,,248,350,Automatic,8,AWD,6.3,235,4708,1891,1676,2864,1890,5,65.0,550,19,245/50R19,Double Joint Spring,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X3,Od 287 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHCDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfzG1P10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkHmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8nO2B3i3axIjedw9QNBDMztiD5eqhk7w1DMLoACtqOhJHFl7ftou%25KXC1KHSfWQlER%25V1Pa2ZsfNEbnjhr10s9OD%25kE4riIqtascZwBLgVrxRtes2gZ857MrjvRUgChZB35GvloReCgp2XH5rGv6jQ%25g6n2YDafvYOjmqn12rCDyLOEjc5qTJIsDxyL3uBrq9YJdSeZLKxuzVMRJf7SkNh5ucSVA0ogSkcNF4HvVAt0Kc%252NyF4Wxfj0TMcP81D43cxbUEqcpV89GsLv9KUiprJ2T9Gw6ZujNmptYRSDXt67m5VqQ%25YCygNLpfmlTv0kxwyX324APlTQdjcFI63azDxKBEdnkq8WKJzOALUP%25skIFJGb7fABKup%255FFeWS6Wy3KMPVYPvqWhbNmb6pPo90y9svbHi4TidR9%25wc3wzSiftxdt%25qw178zsQWtECUkrb77slGAZqbCrXpFRgOlZQ6K5vIXRaYeC4EQ5nmMqKcagOyhLBKnvIToIhCO2B3HdUf,SUV-X3,BMW,X3,SUV,Plug-in Hybrid,Inline-4,2.0,19.7,292,420,Automatic,8,AWD,6.1,210,4708,1891,1676,2864,2065,5,50.0,450,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X3,Od 287 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHCDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfzG1P10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkHmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8nO2B3i3axIjedw9QNBDMztiD5eqhk7w1DMLoACtqOhJHFl7ftou%25KXC1KHSfWQlER%25V1Pa2ZsfNEbnjhr10s9OD%25kE4riIqtascZwBLgVrxRtes2gZ857MrjvRUgChZB35GvloReCgp2XH5rGv6jQ%25g6n2YDafvYOjmqn12rCDyLOEjc5qTJIsDxyL3uBrq9YJdSeZLKxuzVMRJf7SkNh5ucSVA0ogSkcNF4HvVAt0Kc%252NyF4Wxfj0TMcP81D43cxbUEqcpV89GsLv9KUiprJ2T9Gw6ZujNmptYRSDXt67m5VqQ%25YCygNLpfmlTv0kxwyX324APlTQdjcFI63azDxKBEdnkq8WKJzOALUP%25skIFJGb7fABKup%255FFeWS6Wy3KMPVYPvqWhbNmb6pPo90y9svbHi4TidR9%25wc3wzSiftxdt%25qw178zsQWtECUkrb77slGAZqbCrXpFRgOlZQ6K5vIXRaYeC4EQ5nmMqKcagOyhLBKnvIToIhCO2B3HdUf,SUV-X3,BMW,X3,SUV,Diesel,Inline-4,2.0,,190,400,Automatic,8,AWD,7.9,213,4708,1891,1676,2864,1885,5,65.0,550,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X1,Od 234 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHbQh10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf6Jdi10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25YmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3axIjedwd9jBDMztiD5eqhk7w1DMLoACtcGhJHFl7L6ou%25KXC17HSfWQlEW%25V1PaXsNfNEbnjRr10s9ODoZE4riIqU6scZwBL7nrxRtes2gZ857MrITRUgChZE85GvloRG4gp2XH5psv6jQ%25gE22YDafvs7jmqn12iYDyLOEjc5qTJIsDb6L3uBrqAWJdSeZL0JuzVMRJ4XSkNh5E8zVA0ogsjcNF4HvrbH0Kc%252Z9K4WxfjRi3cP81D50zxbUEqY2A89GsLmjFUiprJyVWGw6ZuTNPptYRS3ob67m5VdH9YCygNzaUmlTv0kn%25yX324AO1TQdjcFs73azDxKrZdnkq8WKJzOALUP%25skIFJGb7fABKup%25UgFeWS6fcvKMPVYPwdWhbNmb3zPo90y9jJbHi4TimY9%25wc3wZjiftxdtkgw178z7ANtECUkC1J7slGAZnbCrXpFRillZQ6K5rX,SUV-X1,BMW,X1,SUV,Plug-in Hybrid,Inline-3,1.5,16.3,245,385,Automatic,7,AWD,6.8,205,4500,1845,1642,2692,1940,5,47.0,490,18,225/55R18,Strut,Multi-link,Vented Disc,Vented Disc,X1,SUV,Base,SUV,Partial
SUV,,X1,Od 234 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHbQh10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf6Jdi10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25YmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3axIjedwd9jBDMztiD5eqhk7w1DMLoACtcGhJHFl7L6ou%25KXC17HSfWQlEW%25V1PaXsNfNEbnjRr10s9ODoZE4riIqU6scZwBL7nrxRtes2gZ857MrITRUgChZE85GvloRG4gp2XH5psv6jQ%25gE22YDafvs7jmqn12iYDyLOEjc5qTJIsDb6L3uBrqAWJdSeZL0JuzVMRJ4XSkNh5E8zVA0ogsjcNF4HvrbH0Kc%252Z9K4WxfjRi3cP81D50zxbUEqY2A89GsLmjFUiprJyVWGw6ZuTNPptYRS3ob67m5VdH9YCygNzaUmlTv0kn%25yX324AO1TQdjcFs73azDxKrZdnkq8WKJzOALUP%25skIFJGb7fABKup%25UgFeWS6fcvKMPVYPwdWhbNmb3zPo90y9jJbHi4TimY9%25wc3wZjiftxdtkgw178z7ANtECUkC1J7slGAZnbCrXpFRillZQ6K5rX,SUV-X1,BMW,X1,SUV,Petrol,Inline-3,1.5,,134,220,Automatic,7,FWD,9.2,208,4500,1845,1642,2692,1520,5,54.0,540,18,225/55R18,Strut,Multi-link,Vented Disc,Vented Disc,X1,SUV,Base,SUV,Partial
SUV,,X1,Od 234 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHbQh10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf6Jdi10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25YmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3axIjedwd9jBDMztiD5eqhk7w1DMLoACtcGhJHFl7L6ou%25KXC17HSfWQlEW%25V1PaXsNfNEbnjRr10s9ODoZE4riIqU6scZwBL7nrxRtes2gZ857MrITRUgChZE85GvloRG4gp2XH5psv6jQ%25gE22YDafvs7jmqn12iYDyLOEjc5qTJIsDb6L3uBrqAWJdSeZL0JuzVMRJ4XSkNh5E8zVA0ogsjcNF4HvrbH0Kc%252Z9K4WxfjRi3cP81D50zxbUEqY2A89GsLmjFUiprJyVWGw6ZuTNPptYRS3ob67m5VdH9YCygNzaUmlTv0kn%25yX324AO1TQdjcFs73azDxKrZdnkq8WKJzOALUP%25skIFJGb7fABKup%25UgFeWS6fcvKMPVYPwdWhbNmb3zPo90y9jJbHi4TimY9%25wc3wZjiftxdtkgw178z7ANtECUkC1J7slGAZnbCrXpFRillZQ6K5rX,SUV-X1,BMW,X1,SUV,Diesel,Inline-4,2.0,,150,360,Automatic,8,FWD/AWD,8.9,208,4500,1845,1642,2692,1600,5,54.0,540,18,225/55R18,Strut,Multi-link,Vented Disc,Vented Disc,X1,SUV,Base,SUV,Partial
Sedan,,M5,Od 687 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAeb8310tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf7SU010tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI9imlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ACABphJHFlFgFou%25KXKP7HSfWQlSD%25V1PaXRSfNEbnQZ310s9Oa6TE4riInRascZwBO5wrxRteJ2gZ857Mu1vRUgChSrP5GvloVQKgp2XH5rGv6jQ%25g6i2YDafvsAjmqn12rCDyLOEjk0qTJIsDUML3uBrqHwJdSeZLhtuzVMRJ4sSkNh5ucSVA0ogSkcNF4HvVAt0Kc%252Nye4Wxfj0T4cP81D4GSxbUEqgmP89GsLvS6UiprJ2CiGw6ZujlFptYRSDUH67m5Vq9hYCygNzcimlTv0knGyX324AOfTQdjcFIE3azDxKrCdnkq8WMlzOALUPWukIFJGbfrABKup9C1FeWS6fUSKMPVY1nnWhbNmE2%25Po90yscJbHi4TrxF9%25wc3Z7miftxdtXKw178z7FWtECUkCu07slGAlvJCrXpFXWDlZQ6KQPxXRaYWaZNQ5nmPnL1,Sedan-M5,BMW,M5,Sedan,Plug-in Hybrid,V8,4.4,18.6,717,1000,Automatic,8,AWD,3.5,305,5096,1970,1510,3006,2445,5,60.0,466,20,285/40R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,M5,Sedan,Base,Performance,Partial
Touring,,M5,Od 698 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAebDD10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf7SUi10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIklmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ACABphJHFlFgIou%25KXKP7HSfWQlSD%25V1PaXRSfNEbnQrX10s9OD5ZE4riIqaKscZwBL%255rxRteJptZ857MusWRUgChSX65GvloVQKgp2XH5LDv6jQ%25gZx2YDafvR6jmqn12mNDyLOEjZKqTJIsDRXL3uBrqFcJdSeZLpouzVMRJf7SkNh5uHCVA0ogSxZNF4HvV8N0Kc%252NF84Wxfj0KCcP81D43hxbUEqcdx89GsLx6NUiprJ2T9Gw6ZujNmptYRSDXt67m5VqQWYCygNLpfmlTv0JwHyX324A8tTQdjcFI63azDxKBEdnkq8WerzOALUPMOkIFJGb5QABKup9gvFeWS6i%25nKMPVYwi0WhbNmtrgPo90y7aZbHi4TrBB9%25wc3ZqEiftxdRUVw178z5GPtECUkCaP7slGAlWbCrXpFXVclZQ6KQAkXRaYWaDVQ5nmPn9JagOybOiGnvIT9IgcO2B3Cvhc,Touring-M5,BMW,M5 Touring,Wagon,Plug-in Hybrid,V8,4.4,18.6,717,1000,Automatic,8,AWD,3.6,305,5096,1970,1515,3006,2500,5,60.0,500,20,285/40R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,M5,Wagon,Touring,Performance,Partial
SUV,,X7,Od 525 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXA9bQa10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFd1v10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcmmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyqEnvIT9PtgO2B3ibVcIjedw9hbBDMztioCeqhk7wHZMLoACRwThJHFl5Ixou%25KXgBJHSfWQv4W%25V1Pa2cUfNEbnjHa10s9ODa6E4riIqtascZwBEvirxRtesOyZ857MrItRUgChZE35GvloRsUgp2XH5JKv6jQ%25gEk2YDafvsTjmqn12dJDyLOEjk0qTJIsDoiL3uBrqH1JdSeZLhuuzVMRJ4ZSkNh5ucmVA0ogSkhNF4HvVm00Kc%252Ny04WxfjRW9cP81D5wPxbUEqg4e89GsLmMKUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNNdomlTv0M6yyX324hNp,SUV-X7,BMW,X7,SUV,Diesel,Inline-6,3.0,,352,700,Automatic,8,AWD,5.9,245,5181,2000,1835,3105,2490,7,80.0,750,21,285/45R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X7,SUV,Base,SUV,Partial
SUV,,X7,Od 525 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXA9bQa10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFd1v10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcmmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyqEnvIT9PtgO2B3ibVcIjedw9hbBDMztioCeqhk7wHZMLoACRwThJHFl5Ixou%25KXgBJHSfWQv4W%25V1Pa2cUfNEbnjHa10s9ODa6E4riIqtascZwBEvirxRtesOyZ857MrItRUgChZE35GvloRsUgp2XH5JKv6jQ%25gEk2YDafvsTjmqn12dJDyLOEjk0qTJIsDoiL3uBrqH1JdSeZLhuuzVMRJ4ZSkNh5ucmVA0ogSkhNF4HvVm00Kc%252Ny04WxfjRW9cP81D5wPxbUEqg4e89GsLmMKUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNNdomlTv0M6yyX324hNp,SUV-X7,BMW,X7,SUV,Petrol,V8,4.4,,523,750,Automatic,8,AWD,4.7,250,5181,2000,1835,3105,2485,7,83.0,750,21,285/45R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X7,SUV,Base,SUV,Partial
SUV,,X7,Od 687 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQa10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIu%25mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyqinvIT9Td4O2B3ib7vIjedw9NxBDMztio9eqhk7wHlMLoACt%25RhJHFl5Ixou%25KXgu7HSfWQvhj%25V1Pa29GfNEbnjib10s9Of5bE4riI1aYscZwBEnirxRtesfVZ857Mr1TRUgChZE85GvloRLFgp2XH51zv6jQ%25gEy2YDafvdVjmqn12xBDyLOEjh9qTJIsDofL3uBrqMJJdSeZLheuzVMRJ4ZSkNh5ucmVA0ogSkhNF4HvVmN0Kc%252ZKb4WxfjRiWcP81D50BxbUEqYeF89GsLmCNUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNOu9mlTv0ISyyX324BwwTQdjceEO3azDxML5,SUV-X7,BMW,X7,SUV,Diesel,Inline-6,3.0,,352,700,Automatic,8,AWD,5.9,245,5181,2000,1835,3105,2490,7,80.0,750,21,285/45R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X7,SUV,Base,SUV,Partial
SUV,,X7,Od 687 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQa10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIu%25mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyqinvIT9Td4O2B3ib7vIjedw9NxBDMztio9eqhk7wHlMLoACt%25RhJHFl5Ixou%25KXgu7HSfWQvhj%25V1Pa29GfNEbnjib10s9Of5bE4riI1aYscZwBEnirxRtesfVZ857Mr1TRUgChZE85GvloRLFgp2XH51zv6jQ%25gEy2YDafvdVjmqn12xBDyLOEjh9qTJIsDofL3uBrqMJJdSeZLheuzVMRJ4ZSkNh5ucmVA0ogSkhNF4HvVmN0Kc%252ZKb4WxfjRiWcP81D50BxbUEqYeF89GsLmCNUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNOu9mlTv0ISyyX324BwwTQdjceEO3azDxML5,SUV-X7,BMW,X7,SUV,Petrol,V8,4.4,,523,750,Automatic,8,AWD,4.7,250,5181,2000,1835,3105,2485,7,83.0,750,21,285/45R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X7,SUV,Base,SUV,Partial
SUV,,X6,Od 460 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQi10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvN7T10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIC6mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3axIjedwdkxBDMztzhweqhk7wqgMLoACtcGhJHFl7Ljou%25KXC17HSfWQlEm%25V1PaXsOfNEbnjRr10s9ODoZE4riIq4ascZwBL75rxRteJCkZ857Mr1TRUgChZE85GvloRfigp2XH5Vsv6jQ%25gNp2YDafvKUjmqn12xBDyLOEjD1qTJIsDyyL3uBrqULJdSeZfc3uzVMR1v0SkNh5EWhVA0ogsPGNF4Hvrbm0Kc%252Z9T4WxfjRN2cP81D6JAxbUEqYBw89GsLm70UiprJyCeGw6ZuTlhptYRS3Hb67m5Vd3vYCygNzBomlTv0kPdyX324BVwTQdjceN33azDxM77dnkq8hrzzOALUouvkIFJGFbyABKupKmTFeWS6WgDKMPVYP15WhbNmbTrPo90y93JbHi4Tioj9%25wc3wRTiftxdEWw,SUV-X6,BMW,X6,SUV,Petrol,Inline-6,3.0,,375,520,Automatic,8,AWD,5.4,250,4948,2004,1696,2975,2245,5,83.0,580,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X6,SUV,Base,SUV,Partial
SUV,,X6,Od 460 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQi10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvN7T10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIC6mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3axIjedwdkxBDMztzhweqhk7wqgMLoACtcGhJHFl7Ljou%25KXC17HSfWQlEm%25V1PaXsOfNEbnjRr10s9ODoZE4riIq4ascZwBL75rxRteJCkZ857Mr1TRUgChZE85GvloRfigp2XH5Vsv6jQ%25gNp2YDafvKUjmqn12xBDyLOEjD1qTJIsDyyL3uBrqULJdSeZfc3uzVMR1v0SkNh5EWhVA0ogsPGNF4Hvrbm0Kc%252Z9T4WxfjRN2cP81D6JAxbUEqYBw89GsLm70UiprJyCeGw6ZuTlhptYRS3Hb67m5Vd3vYCygNzBomlTv0kPdyX324BVwTQdjceN33azDxM77dnkq8hrzzOALUouvkIFJGFbyABKupKmTFeWS6WgDKMPVYP15WhbNmbTrPo90y93JbHi4Tioj9%25wc3wRTiftxdEWw,SUV-X6,BMW,X6,SUV,Diesel,Inline-6,3.0,,298,670,Automatic,8,AWD,6.1,233,4948,2004,1696,2975,2265,5,80.0,580,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X6,SUV,Base,SUV,Partial
